Id,Name,Title,Release,Steam Rating,Tags
872790,Football Manager 2019,"<a href=""https://store.steampowered.com/app/872790/"">Football Manager 2019</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/872790/header.jpg"" alt=""Football Manager 2019"">",2018,"86% (12,215 reviews)","Simulation, Sports, Management, Soccer, Football, Strategy, Multiplayer, Singleplayer, Addictive, Tactical, Economy, Real Time Tactics, Casual, Free to Play"
544920,Darwin Project,"<a href=""https://store.steampowered.com/app/544920/"">Darwin Project</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/544920/header.jpg"" alt=""Darwin Project"">",2020,"81% (18,337 reviews)","Battle Royale, Multiplayer, Survival, Action, PvP, Open World, Early Access, Indie, Co-op, Massively Multiplayer, Shooter, Adventure, Crafting, Strategy, Third Person, FPS, Third-Person Shooter, Casual, Atmospheric, Singleplayer"
782330,DOOM Eternal,"<a href=""https://store.steampowered.com/app/782330/"">DOOM Eternal</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/782330/header.jpg"" alt=""DOOM Eternal"">",2020,"90% (120,834 reviews)","Action, FPS, Great Soundtrack, Gore, Violent, Demons, Fast-Paced, Shooter, First-Person, Singleplayer, Blood, Multiplayer, Sci-fi, Atmospheric, Post-apocalyptic, Mature, Story Rich, Adventure, Difficult, Horror"
774861,Project Winter,"<a href=""https://store.steampowered.com/app/774861/"">Project Winter</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/774861/header.jpg"" alt=""Project Winter"">",2019,"86% (11,699 reviews)","Social Deduction, Survival, Multiplayer, Online Co-Op, Team-Based, Indie, Co-op, Strategy, Adventure, Action, Difficult, Casual, Nature, Controller, Stylized, PvP, Experimental, Top-Down, Snow, Early Access"
677620,Splitgate,"<a href=""https://store.steampowered.com/app/677620/"">Splitgate</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/677620/header.jpg"" alt=""Splitgate"">",2019,"91% (84,717 reviews)","Free to Play, FPS, Multiplayer, Arena Shooter, Shooter, Action, Fast-Paced, First-Person, PvP, Competitive, Sci-fi, Indie, Team-Based, eSports, Strategy, Tactical, Online Co-Op, Physics, Co-op, Violent"
665360,Comedy Night,"<a href=""https://store.steampowered.com/app/665360/"">Comedy Night</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/665360/header.jpg"" alt=""Comedy Night"">",2017,"75% (6,710 reviews)","Memes, Dark Humor, Comedy, Music, Casual, Multiplayer, Character Customization, Party, Immersive Sim, Life Sim, RPG, PvP, 3D, Third Person, Conversation, Funny, Arcade, Story Rich, Simulation, Atmospheric"
629760,MORDHAU,"<a href=""https://store.steampowered.com/app/629760/"">MORDHAU</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/629760/header.jpg"" alt=""MORDHAU"">",2019,"82% (78,067 reviews)","Medieval, Multiplayer, First-Person, Swordplay, Online Co-Op, Gore, PvP, Action, Fighting, PvE, Character Customization, Team-Based, Third Person, Hack and Slash, Realistic, Competitive, Historical, FPS, Indie, Survival"
312660,Sniper Elite 4,"<a href=""https://store.steampowered.com/app/312660/"">Sniper Elite 4</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/312660/header.jpg"" alt=""Sniper Elite 4"">",2017,"90% (29,097 reviews)","Sniper, Action, Multiplayer, Shooter, War, World War II, Stealth, Co-op, Third Person, Singleplayer, Open World, Violent, Third-Person Shooter, Adventure, FPS, Gore, Tactical, First-Person, Strategy, Mature"
465650,Out of the Park Baseball 18,"<a href=""https://store.steampowered.com/app/465650/"">Out of the Park Baseball 18</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/465650/header.jpg"" alt=""Out of the Park Baseball 18"">",2017,92% (480 reviews),"Sports, Baseball, Simulation, Strategy, Indie, Management"
438640,LEGO® STAR WARS™: The Force Awakens,"<a href=""https://store.steampowered.com/app/438640/"">LEGO® STAR WARS™: The Force Awakens</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/438640/header.jpg"" alt=""LEGO® STAR WARS™: The Force Awakens"">",2016,"83% (3,033 reviews)","LEGO, Adventure, Action, Open World, Co-op, Comedy, Multiplayer, Sci-fi, Funny, Local Co-Op, Space, Family Friendly, Singleplayer, Third Person, Puzzle, Story Rich, Female Protagonist, Fantasy, Survival, Controller"
394310,Punch Club,"<a href=""https://store.steampowered.com/app/394310/"">Punch Club</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/394310/header.jpg"" alt=""Punch Club"">",2016,"81% (7,702 reviews)","Time Management, Management, Beat &#x27;em up, 2D Fighter, Boxing, Fighting, Pixel Graphics, Arcade, RPG, Sports, 2D, Choices Matter, Simulation, Funny, Story Rich, Cartoony, Retro, Action, Atmospheric, 1990&#x27;s"
377080,Hatoful Boyfriend: Holiday Star,"<a href=""https://store.steampowered.com/app/377080/"">Hatoful Boyfriend: Holiday Star</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/377080/header.jpg"" alt=""Hatoful Boyfriend: Holiday Star"">",2015,95% (363 reviews),"Visual Novel, Indie, Adventure, Anime, Dating Sim, Memes, Story Rich, Funny, Singleplayer, Horror, Otome, Romance, Great Soundtrack, Nudity"
321260,Wickland,"<a href=""https://store.steampowered.com/app/321260/"">Wickland</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/321260/header.jpg"" alt=""Wickland"">",2014,53% (398 reviews),"Action, Multiplayer, Indie, FPS, Arena Shooter, Competitive, First-Person, Shooter"
257750,Bloody Trapland,"<a href=""https://store.steampowered.com/app/257750/"">Bloody Trapland</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/257750/header.jpg"" alt=""Bloody Trapland"">",2013,"83% (2,442 reviews)","Precision Platformer, 2D Platformer, Puzzle Platformer, Co-op Campaign, Action-Adventure, Platformer, Difficult, Adventure, Arcade, Controller, 2D, PvP, Cute, Funny, 4 Player Local, Action, Casual, Pixel Graphics, Colorful, Co-op"
908070,Mystic Vale,"<a href=""https://store.steampowered.com/app/908070/"">Mystic Vale</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/908070/header.jpg"" alt=""Mystic Vale"">",2019,91% (222 reviews),"Deckbuilding, Strategy, Indie, Card Game, Board Game, Turn-Based Strategy, Fantasy, Turn-Based, Casual, Tabletop, Solitaire, 2D, Colorful, Hand-drawn, PvP, Crafting, 4 Player Local, Multiplayer, Singleplayer, Early Access"
866800,The Walking Dead: The Final Season,"<a href=""https://store.steampowered.com/app/866800/"">The Walking Dead: The Final Season</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/866800/header.jpg"" alt=""The Walking Dead: The Final Season"">",2018,"93% (9,996 reviews)","Story Rich, Choices Matter, Zombies, Adventure, Choose Your Own Adventure, Singleplayer, Female Protagonist, Post-apocalyptic, Survival, Atmospheric, Horror, Violent, Action, Drama, Gore, Episodic, Comic Book, Point &amp; Click, Mature, Multiplayer"
326160,Shroud of the Avatar: Forsaken Virtues,"<a href=""https://store.steampowered.com/app/326160/"">Shroud of the Avatar: Forsaken Virtues</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/326160/header.jpg"" alt=""Shroud of the Avatar: Forsaken Virtues"">",2018,"52% (2,788 reviews)","RPG, Massively Multiplayer, MMORPG, Sandbox, Free to Play, Fantasy, Open World, Singleplayer, Crafting, Early Access, Kickstarter, Deckbuilding, Multiplayer"
536220,The Walking Dead: A New Frontier,"<a href=""https://store.steampowered.com/app/536220/"">The Walking Dead: A New Frontier</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/536220/header.jpg"" alt=""The Walking Dead: A New Frontier"">",2016,"79% (9,934 reviews)","Zombies, Story Rich, Choices Matter, Adventure, Post-apocalyptic, Atmospheric, Episodic, Singleplayer, Survival, Gore, Action, Choose Your Own Adventure, Point &amp; Click, Horror, Violent, Drama, Female Protagonist, Comic Book, Visual Novel, Casual"
501300,What Remains of Edith Finch,"<a href=""https://store.steampowered.com/app/501300/"">What Remains of Edith Finch</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/501300/header.jpg"" alt=""What Remains of Edith Finch"">",2017,"95% (20,881 reviews)","Story Rich, Atmospheric, Walking Simulator, First-Person, Exploration, Adventure, Mystery, Female Protagonist, Singleplayer, Great Soundtrack, Indie, Narration, Short, Drama, Dark, Puzzle, Horror, Psychological Horror, Visual Novel, Lovecraftian"
429570,The Walking Dead: Michonne - A Telltale Miniseries,"<a href=""https://store.steampowered.com/app/429570/"">The Walking Dead: Michonne - A Telltale Miniseries</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/429570/header.jpg"" alt=""The Walking Dead: Michonne - A Telltale Miniseries"">",2016,"77% (4,293 reviews)","Adventure, Zombies, Story Rich, Choices Matter, Female Protagonist, Singleplayer, Point &amp; Click, Choose Your Own Adventure, Horror, Episodic, Post-apocalyptic, Comic Book, Action, Atmospheric, Gore, Survival, Third Person, Great Soundtrack, Survival Horror, Walking Simulator"
376520,Kelvin and the Infamous Machine,"<a href=""https://store.steampowered.com/app/376520/"">Kelvin and the Infamous Machine</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/376520/header.jpg"" alt=""Kelvin and the Infamous Machine"">",2016,89% (628 reviews),"Adventure, Point &amp; Click, Time Travel, Crowdfunded, Hand-drawn, Indie, Comedy, Puzzle, Family Friendly, Funny, 2D, Cartoony, Singleplayer, Third Person, Short, Linear, Mouse only"
227260,DisplayFusion,"<a href=""https://store.steampowered.com/app/227260/"">DisplayFusion</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/227260/header.jpg"" alt=""DisplayFusion"">",2013,nan,"Utilities, Software"
10110,Space Quest™ Collection,"<a href=""https://store.steampowered.com/app/10110/"">Space Quest™ Collection</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/10110/header.jpg"" alt=""Space Quest™ Collection"">",2006,82% (211 reviews),"Adventure, Point &amp; Click, Classic, Comedy, Retro, Space, 1990&#x27;s, Futuristic, Robots, Epic, Survival, Replay Value, 2D, Singleplayer, Remake, Cult Classic, Funny, Story Rich"
10100,King's Quest™ Collection,"<a href=""https://store.steampowered.com/app/10100/"">King&#x27;s Quest™ Collection</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/10100/header.jpg"" alt=""King&#x27;s Quest™ Collection"">",2006,82% (187 reviews),"Adventure, Point &amp; Click, Classic, Retro, Fantasy, Pixel Graphics, 1980s, 1990&#x27;s, Puzzle, Singleplayer, Female Protagonist, Old School"
927270,Accounting+,"<a href=""https://store.steampowered.com/app/927270/"">Accounting+</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/927270/header.jpg"" alt=""Accounting+"">",2018,79% (628 reviews),"Adventure, Indie, Action, Casual, Simulation, VR, Comedy, Horror, Funny"
870690,Galaxy Trucker: Extended Edition,"<a href=""https://store.steampowered.com/app/870690/"">Galaxy Trucker: Extended Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/870690/header.jpg"" alt=""Galaxy Trucker: Extended Edition"">",2019,94% (124 reviews),"Board Game, Tabletop, Strategy, Space, Funny, Local Multiplayer, Sci-fi, Casual, Adventure, Flight, 2D, Cartoony, Colorful, Cute, Retro, Aliens, Narration, PvE, PvP, Resource Management"
844380,Cave Digger VR,"<a href=""https://store.steampowered.com/app/844380/"">Cave Digger VR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/844380/header.jpg"" alt=""Cave Digger VR"">",2018,61% (31 reviews),"Casual, Action, Indie, VR, Adventure, Funny, Atmospheric, Singleplayer, Mining"
837380,DeoVR Video Player,"<a href=""https://store.steampowered.com/app/837380/"">DeoVR Video Player</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/837380/header.jpg"" alt=""DeoVR Video Player"">",2018,nan,"Utilities, VR, Video Production, 360 Video, Free to Play"
215830,Closers,"<a href=""https://store.steampowered.com/app/215830/"">Closers</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/215830/header.jpg"" alt=""Closers"">",2018,"75% (4,313 reviews)","Anime, Free to Play, Massively Multiplayer, RPG, Action, Hack and Slash, MMORPG, Multiplayer, Character Customization, JRPG, Beat &#x27;em up, Side Scroller, Nudity, Sexual Content, Singleplayer, Great Soundtrack, Adventure, Open World, Indie, Early Access"
658850,Do Not Feed the Monkeys,"<a href=""https://store.steampowered.com/app/658850/"">Do Not Feed the Monkeys</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/658850/header.jpg"" alt=""Do Not Feed the Monkeys"">",2018,"93% (4,886 reviews)","Political Sim, Point &amp; Click, Management, Strategy, 2D, Funny, Dark Humor, Story Rich, Multiple Endings, Choices Matter, Simulation, Adventure, Pixel Graphics, Dystopian, Atmospheric, Resource Management, Singleplayer, Nudity, Sexual Content, Mature"
646200,Dead Effect 2 VR,"<a href=""https://store.steampowered.com/app/646200/"">Dead Effect 2 VR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/646200/header.jpg"" alt=""Dead Effect 2 VR"">",2017,"81% (1,037 reviews)","Action, RPG, VR, Indie, Horror, Co-op, Zombies, Gore, Violent, FPS, Singleplayer, First-Person, Shooter"
641320,Cooking Simulator,"<a href=""https://store.steampowered.com/app/641320/"">Cooking Simulator</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/641320/header.jpg"" alt=""Cooking Simulator"">",2019,"83% (10,134 reviews)","Simulation, Cooking, Realistic, Singleplayer, Sandbox, Funny, Physics, First-Person, Family Friendly, Management, Relaxing, Crafting, Resource Management, Comedy, Economy, Replay Value, Action, Memes, Female Protagonist, Sexual Content"
555880,Sairento VR,"<a href=""https://store.steampowered.com/app/555880/"">Sairento VR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/555880/header.jpg"" alt=""Sairento VR"">",2018,"87% (1,341 reviews)","Action, RPG, Indie, Strategy, VR, Female Protagonist, Cyberpunk, Gore, Violent, Bullet Time, First-Person, Arcade, FPS, Robots, Horror, Futuristic, Action-Adventure, Zombies, Superhero, Ninja"
552440,The Talos Principle VR,"<a href=""https://store.steampowered.com/app/552440/"">The Talos Principle VR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/552440/header.jpg"" alt=""The Talos Principle VR"">",2017,83% (631 reviews),"Adventure, VR, Action, Puzzle, Indie, First-Person, Philosophical"
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"<a href=""https://store.steampowered.com/app/311730/"">DEAD OR ALIVE 5 Last Round: Core Fighters</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/311730/header.jpg"" alt=""DEAD OR ALIVE 5 Last Round: Core Fighters"">",2015,"66% (8,581 reviews)","Fighting, Mature, Female Protagonist, Action, Sexual Content, Anime, Ninja, Multiplayer, Arcade, Physics, Singleplayer, Cute, Free to Play, Beat &#x27;em up, Local Multiplayer, Great Soundtrack, 3D, Competitive, 3D Fighter, Moddable"
529590,"Please, Don't Touch Anything 3D","<a href=""https://store.steampowered.com/app/529590/"">Please, Don&#x27;t Touch Anything 3D</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/529590/header.jpg"" alt=""Please, Don&#x27;t Touch Anything 3D"">",2016,86% (604 reviews),"Indie, Casual, Adventure, Puzzle, VR, Horror, Multiple Endings, Singleplayer, Funny"
507010,Mr.President!,"<a href=""https://store.steampowered.com/app/507010/"">Mr.President!</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/507010/header.jpg"" alt=""Mr.President!"">",2016,"79% (2,877 reviews)","Memes, Funny, Action, Politics, Indie, Simulation, Comedy, Physics, Political, Adventure, Singleplayer, Parkour, Illuminati, Psychological Horror, Difficult, Multiplayer, Violent, Anime, Gore, Sexual Content"
496340,Fighting Fantasy Legends,"<a href=""https://store.steampowered.com/app/496340/"">Fighting Fantasy Legends</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/496340/header.jpg"" alt=""Fighting Fantasy Legends"">",2017,68% (112 reviews),"RPG, Adventure, Indie, Card Game, Fantasy"
437160,The Lion's Song: Episode 1 - Silence,"<a href=""https://store.steampowered.com/app/437160/"">The Lion&#x27;s Song: Episode 1 - Silence</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/437160/header.jpg"" alt=""The Lion&#x27;s Song: Episode 1 - Silence"">",2016,"93% (2,030 reviews)","Indie, Adventure, Pixel Graphics, Choices Matter, Point &amp; Click, Story Rich, Episodic, Great Soundtrack, Free to Play, Female Protagonist, Visual Novel, Atmospheric, Music, Singleplayer, 2D, Casual"
368390,The Darkside Detective,"<a href=""https://store.steampowered.com/app/368390/"">The Darkside Detective</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/368390/header.jpg"" alt=""The Darkside Detective"">",2017,"95% (1,619 reviews)","Point &amp; Click, Adventure, Detective, Story Rich, Pixel Graphics, Mystery, Comedy, Funny, Singleplayer, Indie, Supernatural, Retro, Puzzle, 2D, Casual, Dark Humor, Lovecraftian, Cartoony, 1980s, 1990&#x27;s"
446020,Jalopy,"<a href=""https://store.steampowered.com/app/446020/"">Jalopy</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/446020/header.jpg"" alt=""Jalopy"">",2018,"79% (5,868 reviews)","Automobile Sim, Driving, First-Person, Simulation, Management, Survival, Open World, Adventure, Singleplayer, Indie, Realistic, Atmospheric, Exploration, Sandbox, Roguelite, Early Access, Relaxing, Resource Management, Economy, Story Rich"
428370,Windlands,"<a href=""https://store.steampowered.com/app/428370/"">Windlands</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/428370/header.jpg"" alt=""Windlands"">",2016,76% (765 reviews),"VR, Adventure, Indie, Exploration, First-Person, Great Soundtrack, Replay Value, Atmospheric, Platformer, Singleplayer, Fantasy, Parkour, Early Access, Competitive, Open World, RPG, Racing"
420290,Blackwake,"<a href=""https://store.steampowered.com/app/420290/"">Blackwake</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/420290/header.jpg"" alt=""Blackwake"">",2020,"83% (19,296 reviews)","Pirates, Multiplayer, Naval Combat, Naval, Team-Based, Action, First-Person, Co-op, Strategy, Funny, Early Access, FPS, Indie, Sailing, Swordplay, Open World, Casual, Violent, Atmospheric, Adventure"
409100,The Purring Quest,"<a href=""https://store.steampowered.com/app/409100/"">The Purring Quest</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/409100/header.jpg"" alt=""The Purring Quest"">",2015,84% (847 reviews),"Cats, Indie, Cute, Platformer, Singleplayer, 2D, Hand-drawn, Adventure, Great Soundtrack, Action, Casual, 2D Platformer, Difficult"
402710,Osiris: New Dawn,"<a href=""https://store.steampowered.com/app/402710/"">Osiris: New Dawn</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/402710/header.jpg"" alt=""Osiris: New Dawn"">",2016,"61% (10,991 reviews)","Open World Survival Craft, Horror, Survival, Space, Open World, Multiplayer, Sci-fi, Building, Adventure, Crafting, Sandbox, Early Access, Base Building, Co-op, Action, Singleplayer, RPG, Aliens, Indie, FPS"
329070,SpyParty,"<a href=""https://store.steampowered.com/app/329070/"">SpyParty</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/329070/header.jpg"" alt=""SpyParty"">",2018,81% (661 reviews),"Multiplayer, Strategy, Indie, Detective, Stealth, Early Access, Action, Simulation, Mystery, Competitive, Assassin, Social Deduction, Singleplayer"
307110,We Need To Go Deeper,"<a href=""https://store.steampowered.com/app/307110/"">We Need To Go Deeper</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/307110/header_alt_assets_1.jpg"" alt=""We Need To Go Deeper"">",2019,"86% (3,442 reviews)","Co-op, 2D, Roguelite, Lovecraftian, Hand-drawn, Underwater, Multiplayer, Action, Submarine, Simulation, Steampunk, PvE, Team-Based, Exploration, Roguelike, Adventure, Online Co-Op, Loot, 2D Platformer, Cartoon"
306760,Obduction,"<a href=""https://store.steampowered.com/app/306760/"">Obduction</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/306760/header.jpg"" alt=""Obduction"">",2016,"78% (2,424 reviews)","Adventure, Puzzle, Exploration, Indie, Mystery, First-Person, Walking Simulator, Surreal, VR, Atmospheric, Story Rich, Open World, Casual, Nonlinear, Singleplayer, Point &amp; Click, Choices Matter, Sci-fi, FMV, Survival"
252330,Slender: The Arrival,"<a href=""https://store.steampowered.com/app/252330/"">Slender: The Arrival</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/252330/header.jpg"" alt=""Slender: The Arrival"">",2013,"88% (5,383 reviews)","Horror, Survival Horror, First-Person, Indie, Multiplayer, Dark, Psychological Horror, Singleplayer, Walking Simulator, Atmospheric, Adventure, Survival, Action, Difficult, Open World, Female Protagonist, Exploration, Co-op, VR, Short"
47890,The Sims™ 3,"<a href=""https://store.steampowered.com/app/47890/"">The Sims™ 3</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/47890/header.jpg"" alt=""The Sims™ 3"">",2009,"85% (22,590 reviews)","Life Sim, Simulation, Character Customization, Sandbox, Building, Singleplayer, Casual, Funny, Moddable, RPG, Romance, Family Friendly, Comedy, Adventure, Replay Value, Multiplayer, Nudity, Great Soundtrack, Strategy, Action"
397540,Borderlands 3,"<a href=""https://store.steampowered.com/app/397540/"">Borderlands 3</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/397540/header.jpg"" alt=""Borderlands 3"">",2020,"83% (67,294 reviews)","RPG, Action, Looter Shooter, Online Co-Op, FPS, Open World, Multiplayer, Loot, Co-op, Shooter, Co-op Campaign, Singleplayer, Gore, First-Person, Violent, Adventure, Great Soundtrack, Epic, Nudity, Comedy"
846470,Moss,"<a href=""https://store.steampowered.com/app/846470/"">Moss</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/846470/header.jpg"" alt=""Moss"">",2018,"94% (1,936 reviews)","Adventure, Casual, VR, Action, Platformer, Puzzle, Third Person, Puzzle Platformer, Cute, Female Protagonist, Indie, First-Person, Singleplayer, Great Soundtrack"
703980,Star Wars: Imperial Assault - Legends of the Alliance,"<a href=""https://store.steampowered.com/app/703980/"">Star Wars: Imperial Assault - Legends of the Alliance</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/703980/header.jpg"" alt=""Star Wars: Imperial Assault - Legends of the Alliance"">",2017,85% (131 reviews),"Adventure, RPG, Board Game, Co-op, Free to Play"
650000,DOOM VFR,"<a href=""https://store.steampowered.com/app/650000/"">DOOM VFR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/650000/header.jpg"" alt=""DOOM VFR"">",2017,"57% (1,608 reviews)","Action, VR, Violent, Gore, FPS, Shooter, Horror, Singleplayer, First-Person, Sci-fi"
590690,Sprint Vector,"<a href=""https://store.steampowered.com/app/590690/"">Sprint Vector</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/590690/header.jpg"" alt=""Sprint Vector"">",2018,84% (550 reviews),"Racing, Sports, Skating, Action, Indie, VR, Parkour, Multiplayer, Competitive, Arcade, Cartoon, Fantasy, PvP"
552450,Serious Sam VR: The First Encounter,"<a href=""https://store.steampowered.com/app/552450/"">Serious Sam VR: The First Encounter</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/552450/header.jpg"" alt=""Serious Sam VR: The First Encounter"">",2017,86% (532 reviews),"Action, VR, Indie, Early Access, Violent, Gore, FPS"
512220,Trickster VR: Co-op Dungeon Crawler,"<a href=""https://store.steampowered.com/app/512220/"">Trickster VR: Co-op Dungeon Crawler</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/512220/header.jpg"" alt=""Trickster VR: Co-op Dungeon Crawler"">",2019,86% (426 reviews),"Adventure, Action, Co-op, Indie, Dungeon Crawler, VR, Procedural Generation, Action RPG, Online Co-Op, Archery"
497820,Quanero VR,"<a href=""https://store.steampowered.com/app/497820/"">Quanero VR</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/497820/header.jpg"" alt=""Quanero VR"">",2016,89% (339 reviews),"Free to Play, VR, Cyberpunk"
488310,Eleven Table Tennis,"<a href=""https://store.steampowered.com/app/488310/"">Eleven Table Tennis</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/488310/header.jpg"" alt=""Eleven Table Tennis"">",2016,"95% (2,256 reviews)","Sports, Simulation, Casual, VR, Tennis, Multiplayer"
465240,Serious Sam VR: The Last Hope,"<a href=""https://store.steampowered.com/app/465240/"">Serious Sam VR: The Last Hope</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/465240/header.jpg"" alt=""Serious Sam VR: The Last Hope"">",2017,"84% (1,171 reviews)","Action, VR, Indie, Singleplayer, Shooter, Gore, FPS, Co-op, First-Person"
460850,Allumette,"<a href=""https://store.steampowered.com/app/460850/"">Allumette</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/460850/header.jpg"" alt=""Allumette"">",2016,94% (556 reviews),"Indie, Casual, VR, Movie, Free to Play"
457960,Holopoint,"<a href=""https://store.steampowered.com/app/457960/"">Holopoint</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/457960/header.jpg"" alt=""Holopoint"">",2016,89% (683 reviews),"Sports, Action, VR, Indie, Simulation, Archery"
451650,Whirligig VR Media Player,"<a href=""https://store.steampowered.com/app/451650/"">Whirligig VR Media Player</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/451650/header.jpg"" alt=""Whirligig VR Media Player"">",2016,nan,"Video Production, Utilities, Early Access, VR"
451520,theBlu,"<a href=""https://store.steampowered.com/app/451520/"">theBlu</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/451520/header.jpg"" alt=""theBlu"">",2016,"84% (1,183 reviews)","VR, Simulation, Adventure, Casual, Indie, Underwater, Horror, Experience"
386690,Fantastic Contraption,"<a href=""https://store.steampowered.com/app/386690/"">Fantastic Contraption</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/386690/header.jpg"" alt=""Fantastic Contraption"">",2016,73% (38 reviews),"VR, Puzzle, Physics, Strategy, Building, Level Editor, Puzzle Platformer, Immersive Sim, Simulation, 3D, First-Person, Sci-fi, Logic, Automation, Relaxing, 3D Vision, Education, Singleplayer, Indie, Psychological Horror"
446770,Skeet: VR Target Shooting,"<a href=""https://store.steampowered.com/app/446770/"">Skeet: VR Target Shooting</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/446770/header.jpg"" alt=""Skeet: VR Target Shooting"">",2016,77% (152 reviews),"Action, Simulation, VR"
436320,Raw Data,"<a href=""https://store.steampowered.com/app/436320/"">Raw Data</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/436320/header.jpg"" alt=""Raw Data"">",2017,"83% (1,973 reviews)","VR, Action, Multiplayer, FPS, Indie, Co-op, Strategy, Cyberpunk, Singleplayer, Early Access, Shooter, Arcade, Robots, Online Co-Op, Co-op Campaign, PvP, Sci-fi, Horror, Futuristic, Atmospheric"
429180,Project CARS - Pagani Edition,"<a href=""https://store.steampowered.com/app/429180/"">Project CARS - Pagani Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/429180/header.jpg"" alt=""Project CARS - Pagani Edition"">",2016,"63% (1,327 reviews)","Racing, Automobile Sim, Simulation, Multiplayer, Free to Play, Sports, Singleplayer, Open World, Driving, VR, Online Co-Op, Realistic"
418650,Space Pirate Trainer,"<a href=""https://store.steampowered.com/app/418650/"">Space Pirate Trainer</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/418650/header.jpg"" alt=""Space Pirate Trainer"">",2017,"95% (2,458 reviews)","VR, Action, Space, First-Person, Shooter, Great Soundtrack, Pirates, FPS, Sci-fi, Arcade"
